timestep,junctionid,edge1_vehicle_count,edge2_vehicle_count,edge1_waiting_vehicle_count,edge2_waiting_vehicle_count,edge1_light_state,edge2_light_state,nextswitchtime,edge1_congestion,edge2_congestion
2473,181747232,1,0,0,0,G,r,5.0,Non-Congested,Non-Congested
2473,47217361,1,0,0,0,r,G,0.0,Non-Congested,Non-Congested
2473,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,0.0,Congested,Non-Congested
2473,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2473,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,y,2.0,Non-Congested,Non-Congested
2474,132200274,0,4,0,4,y,r,0.0,Non-Congested,Congested
2474,47217361,1,0,0,0,r,y,2.0,Non-Congested,Non-Congested
2474,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,4.0,Congested,Non-Congested
2474,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2474,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,y,1.0,Non-Congested,Non-Congested
2475,132200274,0,4,0,4,r,G,4.0,Non-Congested,Congested
2475,181747232,1,1,0,0,G,r,3.0,Non-Congested,Non-Congested
2475,47217361,1,0,0,0,r,y,1.0,Non-Congested,Non-Congested
2475,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,3.0,Congested,Non-Congested
2475,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2475,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,y,0.0,Non-Congested,Non-Congested
2476,132200274,0,4,0,4,r,G,3.0,Non-Congested,Congested
2476,181747232,1,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2476,47217361,1,0,0,0,r,y,0.0,Non-Congested,Non-Congested
2476,cluster_2461783448_38980632_5243070374,9,6,9,6,G,r,2.0,Congested,Non-Congested
2476,cluster_2461880040_2461880142_8131892137,4,5,0,0,r,G,1.0,Non-Congested,Non-Congested
2476,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,r,0.0,Non-Congested,Non-Congested
2477,132200274,0,4,0,4,r,G,2.0,Non-Congested,Congested
2477,181747232,1,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2477,47217361,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2477,cluster_2461783448_38980632_5243070374,9,6,9,6,G,r,1.0,Congested,Non-Congested
2477,cluster_2461880040_2461880142_8131892137,4,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2477,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,G,r,4.0,Non-Congested,Non-Congested
2478,132200274,0,4,0,4,r,G,1.0,Non-Congested,Congested
2478,181747232,1,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2478,47217361,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2478,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,0.0,Congested,Non-Congested
2478,cluster_2461880040_2461880142_8131892137,4,5,0,0,r,G,0.0,Non-Congested,Non-Congested
2478,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,G,r,3.0,Non-Congested,Non-Congested
2479,132200274,0,4,0,4,r,G,0.0,Non-Congested,Congested
2479,181747232,1,1,0,0,y,r,3.0,Non-Congested,Non-Congested
2479,47217361,1,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2479,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,9.0,Congested,Non-Congested
2479,cluster_2461880040_2461880142_8131892137,4,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2479,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,G,r,2.0,Non-Congested,Non-Congested
2480,132200274,0,4,0,4,r,y,2.0,Non-Congested,Congested
2480,181747232,1,1,0,0,y,r,2.0,Non-Congested,Non-Congested
2480,47217361,1,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2480,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,8.0,Congested,Non-Congested
2480,cluster_2461880040_2461880142_8131892137,4,5,0,0,r,G,0.0,Non-Congested,Non-Congested
2480,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,0,G,r,1.0,Non-Congested,Non-Congested
2481,132200274,0,4,0,4,r,y,1.0,Non-Congested,Congested
2481,181747232,1,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2481,47217361,0,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2481,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,7.0,Congested,Non-Congested
2481,cluster_2461880040_2461880142_8131892137,4,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2481,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,0,G,r,0.0,Non-Congested,Non-Congested
2482,132200274,0,4,0,4,r,y,0.0,Non-Congested,Congested
2482,181747232,1,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2482,47217361,0,1,0,0,y,r,2.0,Non-Congested,Non-Congested
2482,cluster_2455590523_389713_47212064,0,1,0,0,r,r,6.0,Non-Congested,Congested
2482,cluster_2461783448_38980632_5243070374,9,6,9,6,G,r,6.0,Congested,Non-Congested
2482,cluster_2461880040_2461880142_8131892137,4,5,0,0,r,G,0.0,Non-Congested,Non-Congested
2482,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,1,y,r,2.0,Non-Congested,Non-Congested
2482,cluster_59665162_8742497506,1,0,0,0,r,G,0.0,Non-Congested,Non-Congested
2483,132200274,0,4,0,4,G,r,4.0,Non-Congested,Congested
2483,181747232,1,1,0,0,r,G,6.0,Non-Congested,Non-Congested
2483,47217361,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2483,cluster_2455590523_389713_47212064,0,1,0,0,r,r,5.0,Non-Congested,Congested
2483,cluster_2461783448_38980632_5243070374,9,6,9,6,G,r,5.0,Congested,Non-Congested
2483,cluster_2461880040_2461880142_8131892137,4,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2483,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,1,y,r,1.0,Non-Congested,Non-Congested
2483,cluster_59665162_8742497506,1,0,0,0,r,y,2.0,Non-Congested,Non-Congested
2484,132200274,0,4,0,4,G,r,3.0,Non-Congested,Congested
2484,181747232,1,1,0,0,r,G,5.0,Non-Congested,Non-Congested
2484,47217361,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2484,cluster_2455590523_389713_47212064,0,1,0,1,r,r,4.0,Non-Congested,Congested
2484,cluster_2461783448_38980632_5243070374,9,6,9,6,G,r,4.0,Congested,Non-Congested
2484,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2484,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,1,y,r,0.0,Non-Congested,Non-Congested
2484,cluster_59665162_8742497506,1,0,1,0,r,y,1.0,Non-Congested,Non-Congested
2485,132200274,0,4,0,4,G,r,2.0,Non-Congested,Congested
2485,181747232,1,1,0,0,r,G,4.0,Non-Congested,Non-Congested
2485,47217361,0,1,0,0,r,r,4.0,Non-Congested,Non-Congested
2485,cluster_2455590523_389713_47212064,0,1,0,1,r,r,3.0,Non-Congested,Congested
2485,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,3.0,Congested,Non-Congested
2485,cluster_2461880040_2461880142_8131892137,4,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2485,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,0,r,G,4.0,Non-Congested,Non-Congested
2485,cluster_59665162_8742497506,1,0,1,0,r,y,0.0,Non-Congested,Non-Congested
2486,132200274,0,4,0,4,G,r,1.0,Non-Congested,Congested
2486,47217361,0,1,0,0,r,r,3.0,Non-Congested,Non-Congested
2486,cluster_2455590523_389713_47212064,1,1,0,1,r,r,2.0,Non-Congested,Congested
2486,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,2.0,Congested,Non-Congested
2486,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2486,cluster_2461880136_4910664147_50607912_8131882097,0,3,0,0,r,G,3.0,Non-Congested,Non-Congested
2487,132200274,0,4,0,4,G,r,0.0,Non-Congested,Congested
2487,47217361,0,1,0,0,r,r,2.0,Non-Congested,Non-Congested
2487,cluster_2455590523_389713_47212064,1,1,0,1,r,r,1.0,Non-Congested,Congested
2487,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,1.0,Congested,Non-Congested
2487,cluster_2461880040_2461880142_8131892137,4,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2487,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,0,r,G,2.0,Non-Congested,Non-Congested
2488,132200274,0,4,0,4,y,r,2.0,Non-Congested,Congested
2488,47217361,0,1,0,0,r,r,1.0,Non-Congested,Non-Congested
2488,cluster_2455590523_389713_47212064,1,1,0,1,r,r,0.0,Non-Congested,Congested
2488,cluster_2461783448_38980632_5243070374,9,7,9,6,G,r,0.0,Congested,Non-Congested
2488,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2488,cluster_2461880136_4910664147_50607912_8131882097,0,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2489,132200274,0,4,0,4,y,r,1.0,Non-Congested,Congested
2489,47217361,0,1,0,0,r,r,0.0,Non-Congested,Non-Congested
2489,cluster_2455590523_389713_47212064,1,1,0,1,r,r,1.0,Non-Congested,Congested
2489,cluster_2461783448_38980632_5243070374,9,7,9,6,y,r,4.0,Congested,Non-Congested
2489,cluster_2461880040_2461880142_8131892137,4,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2489,cluster_2461880136_4910664147_50607912_8131882097,0,6,0,0,r,G,0.0,Non-Congested,Non-Congested
2490,132200274,0,4,0,4,y,r,0.0,Non-Congested,Congested
2490,47217361,0,1,0,0,r,r,2.0,Non-Congested,Non-Congested
2490,cluster_2455590523_389713_47212064,1,1,0,1,r,r,0.0,Non-Congested,Congested
2490,cluster_2461783448_38980632_5243070374,9,7,9,6,y,r,3.0,Congested,Non-Congested
2490,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2490,cluster_2461880136_4910664147_50607912_8131882097,0,6,0,0,r,G,0.0,Non-Congested,Non-Congested
2490,cluster_59665162_8742497506,1,0,0,0,G,r,0.0,Congested,Non-Congested
2491,132200274,0,4,0,4,r,G,4.0,Non-Congested,Congested
2491,47217361,0,1,0,0,r,r,1.0,Non-Congested,Non-Congested
2491,cluster_2455590523_389713_47212064,1,1,1,1,r,r,0.0,Non-Congested,Congested
2491,cluster_2461783448_38980632_5243070374,9,7,9,6,y,r,2.0,Congested,Non-Congested
2491,cluster_2461880040_2461880142_8131892137,4,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2491,cluster_2461880136_4910664147_50607912_8131882097,0,7,0,0,r,G,1.0,Non-Congested,Non-Congested
2492,132200274,0,4,0,4,r,G,3.0,Non-Congested,Congested
2492,47217361,0,1,0,0,r,r,0.0,Non-Congested,Non-Congested
2492,cluster_2455590523_389713_47212064,2,1,1,1,r,r,0.0,Congested,Congested
2492,cluster_2461783448_38980632_5243070374,9,7,9,7,y,r,1.0,Congested,Non-Congested
2492,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2492,cluster_2461880136_4910664147_50607912_8131882097,0,7,0,0,r,G,0.0,Non-Congested,Non-Congested
2493,132200274,0,4,0,4,r,G,2.0,Non-Congested,Congested
2493,47217361,0,1,0,0,r,G,4.0,Non-Congested,Non-Congested
2493,cluster_2455590523_389713_47212064,1,1,1,1,r,r,3.0,Non-Congested,Congested
2493,cluster_2461783448_38980632_5243070374,9,7,9,7,y,r,0.0,Congested,Non-Congested
2493,cluster_2461880040_2461880142_8131892137,4,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2493,cluster_2461880136_4910664147_50607912_8131882097,0,8,0,0,r,G,1.0,Non-Congested,Non-Congested
2494,132200274,0,4,0,4,r,G,1.0,Non-Congested,Congested
2494,47217361,0,1,0,0,r,G,3.0,Non-Congested,Non-Congested
2494,cluster_2455590523_389713_47212064,1,1,1,1,r,r,2.0,Non-Congested,Congested
2494,cluster_2461783448_38980632_5243070374,9,7,9,7,r,G,4.0,Congested,Non-Congested
2494,cluster_2461880040_2461880142_8131892137,3,3,0,0,r,G,0.0,Non-Congested,Non-Congested
2494,cluster_2461880136_4910664147_50607912_8131882097,0,8,0,0,r,G,0.0,Non-Congested,Non-Congested
2495,132200274,0,4,0,4,r,G,0.0,Non-Congested,Congested
2495,47217361,0,1,0,0,r,G,2.0,Non-Congested,Non-Congested
2495,cluster_2455590523_389713_47212064,1,1,1,1,r,r,1.0,Non-Congested,Congested
2495,cluster_2461783448_38980632_5243070374,9,7,9,7,r,G,3.0,Congested,Non-Congested
2495,cluster_2461880040_2461880142_8131892137,4,5,0,0,r,G,0.0,Non-Congested,Congested
2495,cluster_2461880136_4910664147_50607912_8131882097,0,8,0,0,r,G,1.0,Non-Congested,Non-Congested
2496,132200274,0,4,0,4,r,y,2.0,Non-Congested,Congested
2496,181747232,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2496,cluster_2455590523_389713_47212064,1,1,1,1,r,r,0.0,Non-Congested,Congested
2496,cluster_2461783448_38980632_5243070374,9,7,9,7,r,G,2.0,Congested,Non-Congested
2496,cluster_2461880040_2461880142_8131892137,3,3,0,0,r,G,0.0,Non-Congested,Non-Congested
2496,cluster_2461880136_4910664147_50607912_8131882097,0,9,0,0,r,G,0.0,Non-Congested,Non-Congested
2497,132200274,0,4,0,4,r,y,1.0,Non-Congested,Congested
2497,181747232,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2497,cluster_2455590523_389713_47212064,2,0,1,0,r,G,4.0,Non-Congested,Congested
2497,cluster_2461783448_38980632_5243070374,9,7,9,7,r,G,1.0,Congested,Non-Congested
2497,cluster_2461880040_2461880142_8131892137,4,5,0,0,r,y,4.0,Non-Congested,Non-Congested
2497,cluster_2461880136_4910664147_50607912_8131882097,0,8,0,0,r,G,1.0,Non-Congested,Non-Congested
2498,132200274,0,4,0,4,r,y,0.0,Non-Congested,Congested
2498,181747232,1,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2498,47217361,0,1,0,0,r,y,2.0,Non-Congested,Non-Congested
2498,cluster_2455590523_389713_47212064,1,0,1,0,r,G,3.0,Congested,Non-Congested
2498,cluster_2461783448_38980632_5243070374,9,7,9,7,r,G,0.0,Congested,Non-Congested
2498,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,y,3.0,Non-Congested,Non-Congested
2498,cluster_2461880136_4910664147_50607912_8131882097,0,9,0,0,r,G,0.0,Non-Congested,Non-Congested
2499,132200274,0,4,0,4,G,r,4.0,Non-Congested,Congested
2499,181747232,1,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2499,47217361,0,1,0,0,r,y,1.0,Non-Congested,Non-Congested
2499,cluster_2455590523_389713_47212064,1,0,1,0,r,G,2.0,Non-Congested,Non-Congested
2499,cluster_2461783448_38980632_5243070374,9,7,8,7,r,y,4.0,Congested,Non-Congested
2499,cluster_2461880040_2461880142_8131892137,3,4,0,0,r,y,2.0,Non-Congested,Non-Congested
2499,cluster_2461880136_4910664147_50607912_8131882097,0,9,0,0,r,G,1.0,Non-Congested,Non-Congested
2500,132200274,0,4,0,4,G,r,3.0,Non-Congested,Congested
2500,181747232,1,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2500,47217361,0,1,0,0,r,y,0.0,Non-Congested,Non-Congested
2500,cluster_2455590523_389713_47212064,2,0,1,0,r,G,1.0,Non-Congested,Non-Congested
2500,cluster_2461783448_38980632_5243070374,8,7,7,7,r,y,3.0,Congested,Non-Congested
2500,cluster_2461880040_2461880142_8131892137,2,4,0,0,r,y,1.0,Non-Congested,Congested
2500,cluster_2461880136_4910664147_50607912_8131882097,0,10,0,0,r,G,0.0,Non-Congested,Non-Congested
2501,132200274,0,4,0,4,G,r,2.0,Non-Congested,Congested
2501,181747232,1,0,0,0,y,r,3.0,Non-Congested,Non-Congested
2501,47217361,0,1,0,0,G,r,4.0,Non-Congested,Non-Congested
2501,cluster_2455590523_389713_47212064,2,0,1,0,r,G,0.0,Non-Congested,Non-Congested
2501,cluster_2461783448_38980632_5243070374,8,7,6,7,r,y,2.0,Congested,Non-Congested
2501,cluster_2461880040_2461880142_8131892137,2,4,0,0,r,y,0.0,Non-Congested,Congested
2501,cluster_2461880136_4910664147_50607912_8131882097,0,10,0,0,r,G,1.0,Non-Congested,Non-Congested
2502,132200274,0,4,0,4,G,r,1.0,Non-Congested,Congested
2502,181747232,1,0,0,0,y,r,2.0,Non-Congested,Non-Congested
2502,47217361,0,1,0,0,G,r,3.0,Non-Congested,Non-Congested
2502,cluster_2455590523_389713_47212064,2,1,1,0,r,G,1.0,Non-Congested,Non-Congested
2502,cluster_2461783448_38980632_5243070374,8,7,5,7,r,y,1.0,Congested,Non-Congested
2502,cluster_2461880040_2461880142_8131892137,1,3,0,1,r,r,4.0,Non-Congested,Congested
2502,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,0.0,Non-Congested,Non-Congested
2503,132200274,0,4,0,4,G,r,0.0,Non-Congested,Congested
2503,181747232,1,0,0,0,y,r,1.0,Non-Congested,Non-Congested
2503,47217361,0,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2503,cluster_2455590523_389713_47212064,2,1,1,0,r,G,0.0,Non-Congested,Non-Congested
2503,cluster_2461783448_38980632_5243070374,8,7,5,7,r,y,0.0,Congested,Non-Congested
2503,cluster_2461880040_2461880142_8131892137,1,3,0,1,r,r,3.0,Non-Congested,Congested
2503,cluster_2461880136_4910664147_50607912_8131882097,0,9,0,0,r,G,0.0,Non-Congested,Non-Congested
2504,132200274,0,4,0,4,y,r,2.0,Non-Congested,Congested
2504,181747232,1,0,0,0,y,r,0.0,Non-Congested,Non-Congested
2504,47217361,0,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2504,cluster_2455590523_389713_47212064,2,1,1,0,r,G,0.0,Non-Congested,Non-Congested
2504,cluster_2461783448_38980632_5243070374,8,7,4,7,G,r,4.0,Congested,Non-Congested
2504,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,2.0,Non-Congested,Congested
2504,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,1.0,Non-Congested,Non-Congested
2505,132200274,0,4,0,4,y,r,1.0,Non-Congested,Congested
2505,181747232,1,0,0,0,r,G,6.0,Non-Congested,Non-Congested
2505,47217361,0,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2505,cluster_2455590523_389713_47212064,2,1,1,0,r,y,3.0,Non-Congested,Non-Congested
2505,cluster_2461783448_38980632_5243070374,6,7,3,7,G,r,3.0,Congested,Non-Congested
2505,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2505,cluster_2461880136_4910664147_50607912_8131882097,0,9,0,0,r,G,0.0,Non-Congested,Non-Congested
2506,132200274,0,4,0,4,y,r,0.0,Non-Congested,Congested
2506,181747232,1,0,0,0,r,G,5.0,Non-Congested,Non-Congested
2506,47217361,0,1,0,0,y,r,2.0,Non-Congested,Non-Congested
2506,cluster_2455590523_389713_47212064,2,1,2,0,r,y,2.0,Non-Congested,Non-Congested
2506,cluster_2461783448_38980632_5243070374,6,7,2,7,G,r,2.0,Congested,Non-Congested
2506,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2506,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,1.0,Non-Congested,Non-Congested
2507,132200274,0,4,0,4,r,G,4.0,Non-Congested,Congested
2507,181747232,1,0,0,0,r,G,4.0,Non-Congested,Non-Congested
2507,47217361,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2507,cluster_2455590523_389713_47212064,2,0,2,0,r,y,1.0,Non-Congested,Non-Congested
2507,cluster_2461783448_38980632_5243070374,7,8,1,7,G,r,1.0,Non-Congested,Non-Congested
2507,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2507,cluster_2461880136_4910664147_50607912_8131882097,0,9,0,0,r,G,0.0,Non-Congested,Non-Congested
2508,132200274,0,4,0,4,r,G,3.0,Non-Congested,Congested
2508,181747232,1,0,0,0,r,G,3.0,Non-Congested,Non-Congested
2508,47217361,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2508,cluster_2455590523_389713_47212064,2,1,2,0,r,y,0.0,Non-Congested,Non-Congested
2508,cluster_2461783448_38980632_5243070374,6,8,1,7,G,r,0.0,Non-Congested,Non-Congested
2508,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2508,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,1.0,Non-Congested,Non-Congested
2509,132200274,0,4,0,4,r,G,2.0,Non-Congested,Congested
2509,181747232,1,0,0,0,r,G,2.0,Non-Congested,Non-Congested
2509,47217361,0,1,0,0,r,r,4.0,Non-Congested,Non-Congested
2509,cluster_2455590523_389713_47212064,1,1,1,0,G,r,4.0,Non-Congested,Congested
2509,cluster_2461783448_38980632_5243070374,6,8,1,7,G,r,0.0,Non-Congested,Non-Congested
2509,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2509,cluster_2461880136_4910664147_50607912_8131882097,0,9,0,0,r,G,0.0,Non-Congested,Non-Congested
2510,132200274,0,4,0,4,r,G,1.0,Non-Congested,Congested
2510,181747232,1,0,0,0,r,G,1.0,Non-Congested,Non-Congested
2510,47217361,0,1,0,0,r,r,3.0,Non-Congested,Non-Congested
2510,cluster_2455590523_389713_47212064,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2510,cluster_2461783448_38980632_5243070374,5,9,1,7,G,r,1.0,Non-Congested,Non-Congested
2510,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2510,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,1.0,Non-Congested,Non-Congested
2511,132200274,0,4,0,4,r,G,0.0,Non-Congested,Congested
2511,181747232,1,0,0,0,r,G,0.0,Non-Congested,Non-Congested
2511,47217361,0,1,0,0,r,r,2.0,Non-Congested,Non-Congested
2511,cluster_2455590523_389713_47212064,1,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2511,cluster_2461783448_38980632_5243070374,4,10,1,7,G,r,0.0,Non-Congested,Non-Congested
2511,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2511,cluster_2461880136_4910664147_50607912_8131882097,0,10,0,0,r,G,0.0,Non-Congested,Non-Congested
2512,132200274,0,4,0,4,r,y,2.0,Non-Congested,Congested
2512,181747232,1,0,0,0,r,y,3.0,Non-Congested,Non-Congested
2512,47217361,0,1,0,0,r,r,1.0,Non-Congested,Non-Congested
2512,cluster_2455590523_389713_47212064,1,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2512,cluster_2461783448_38980632_5243070374,6,10,1,7,G,r,1.0,Non-Congested,Non-Congested
2512,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2512,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,1.0,Non-Congested,Non-Congested
2513,132200274,0,4,0,4,r,y,1.0,Non-Congested,Congested
2513,181747232,1,0,0,0,r,y,2.0,Non-Congested,Non-Congested
2513,47217361,0,1,0,0,r,r,0.0,Non-Congested,Non-Congested
2513,cluster_2455590523_389713_47212064,0,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2513,cluster_2461783448_38980632_5243070374,6,10,1,8,G,r,0.0,Non-Congested,Non-Congested
2513,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2513,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,0.0,Non-Congested,Non-Congested
2514,132200274,0,4,0,4,r,y,0.0,Non-Congested,Congested
2514,181747232,1,0,0,0,r,y,1.0,Non-Congested,Non-Congested
2514,47217361,0,1,0,0,r,r,2.0,Non-Congested,Non-Congested
2514,cluster_2455590523_389713_47212064,1,2,0,1,G,r,0.0,Non-Congested,Non-Congested
2514,cluster_2461783448_38980632_5243070374,5,9,1,8,G,r,1.0,Non-Congested,Non-Congested
2514,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2514,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,1.0,Non-Congested,Non-Congested
2515,132200274,0,4,0,4,G,r,4.0,Non-Congested,Congested
2515,181747232,1,0,0,0,r,y,0.0,Non-Congested,Non-Congested
2515,47217361,0,1,0,0,r,r,1.0,Non-Congested,Non-Congested
2515,cluster_2455590523_389713_47212064,0,2,0,1,y,r,3.0,Non-Congested,Non-Congested
2515,cluster_2461783448_38980632_5243070374,7,9,1,8,G,r,0.0,Non-Congested,Non-Congested
2515,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2515,cluster_2461880136_4910664147_50607912_8131882097,0,12,0,0,r,G,0.0,Non-Congested,Non-Congested
2516,132200274,0,4,0,4,G,r,3.0,Non-Congested,Congested
2516,181747232,1,0,0,0,G,r,6.0,Non-Congested,Non-Congested
2516,47217361,0,1,0,0,r,r,0.0,Non-Congested,Non-Congested
2516,cluster_2455590523_389713_47212064,0,2,0,1,y,r,2.0,Non-Congested,Non-Congested
2516,cluster_2461783448_38980632_5243070374,6,9,1,9,G,r,1.0,Non-Congested,Non-Congested
2516,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2516,cluster_2461880136_4910664147_50607912_8131882097,0,12,0,0,r,G,1.0,Non-Congested,Non-Congested
2517,132200274,0,4,0,4,G,r,2.0,Non-Congested,Congested
2517,181747232,1,0,0,0,G,r,5.0,Non-Congested,Non-Congested
2517,cluster_2455590523_389713_47212064,0,1,0,1,y,r,1.0,Non-Congested,Non-Congested
2517,cluster_2461783448_38980632_5243070374,7,9,2,9,G,r,0.0,Congested,Non-Congested
2517,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2517,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,0.0,Non-Congested,Non-Congested
2518,132200274,0,4,0,4,G,r,1.0,Non-Congested,Congested
2518,181747232,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2518,cluster_2455590523_389713_47212064,1,1,0,1,y,r,0.0,Congested,Non-Congested
2518,cluster_2461783448_38980632_5243070374,8,9,3,9,G,r,0.0,Congested,Non-Congested
2518,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2518,cluster_2461880136_4910664147_50607912_8131882097,0,12,0,0,r,G,1.0,Non-Congested,Non-Congested
2519,132200274,0,4,0,4,G,r,0.0,Non-Congested,Congested
2519,181747232,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2519,47217361,0,1,0,0,r,G,2.0,Non-Congested,Non-Congested
2519,cluster_2455590523_389713_47212064,0,1,0,1,r,r,6.0,Non-Congested,Congested
2519,cluster_2461783448_38980632_5243070374,8,9,3,9,G,r,1.0,Congested,Non-Congested
2519,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2519,cluster_2461880136_4910664147_50607912_8131882097,0,11,0,0,r,G,0.0,Non-Congested,Non-Congested
2520,132200274,0,4,0,4,y,r,2.0,Non-Congested,Congested
2520,181747232,1,0,0,0,G,r,2.0,Non-Congested,Non-Congested
